inspection_id,inspection_category,score,score_description
10022600,Leadership and management,2,Good
10046797,Is safeguarding effective,1,Yes
10046797,Overall effectiveness,1,Outstanding
10046797,Leadership and management,1,Outstanding
10022551,Is safeguarding effective,1,Yes
10022551,Overall effectiveness,1,Outstanding
10022551,Leadership and management,1,Outstanding
10022512,Is safeguarding effective,1,Yes
10022512,Overall effectiveness,2,Good
10022512,Leadership and management,2,Good
10020154,Is safeguarding effective,1,Yes
10020154,Overall effectiveness,1,Outstanding
10020154,Leadership and management,1,Outstanding
10054610,Is safeguarding effective,1,Yes
10054610,Overall effectiveness,2,Good
10054610,Leadership and management,2,Good
10022503,Is safeguarding effective,1,Yes
10022503,Overall effectiveness,1,Outstanding
10022503,Leadership and management,1,Outstanding
10022537,Is safeguarding effective,1,Yes
10022537,Overall effectiveness,2,Good
10022537,Leadership and management,2,Good
10030698,Is safeguarding effective,1,Yes
10030698,Overall effectiveness,1,Outstanding
10030698,Leadership and management,1,Outstanding
ITS376165,Overall effectiveness,2,Good
ITS376165,Leadership and management,2,Good
ITS429197,Overall effectiveness,2,Good
ITS429197,Leadership and management,2,Good
10030692,Is safeguarding effective,1,Yes
10030692,Overall effectiveness,2,Good
10030692,Leadership and management,2,Good
ITS455855,Overall effectiveness,2,Good
ITS455855,Leadership and management,2,Good
10054611,Is safeguarding effective,1,Yes
10054611,Overall effectiveness,2,Good
10054611,Leadership and management,2,Good
10090579,Is safeguarding effective,1,Yes
10090579,Overall effectiveness,2,Good
10090579,Leadership and management,2,Good
10078119,Is safeguarding effective,1,Yes
10078119,Overall effectiveness,2,Good
10078119,Leadership and management,2,Good
10054602,Is safeguarding effective,1,Yes
10054602,Overall effectiveness,3,Requires improvement
10054602,Leadership and management,3,Requires improvement
10054602,Apprenticeships,4,Inadequate
10078120,Is safeguarding effective,0,No
10078120,Overall effectiveness,4,Inadequate
10078120,Leadership and management,4,Inadequate
10041185,Is safeguarding effective,1,Yes
10041185,Overall effectiveness,1,Outstanding
10041185,Leadership and management,1,Outstanding
10022578,Is safeguarding effective,1,Yes
10022578,Overall effectiveness,1,Outstanding
10022578,Leadership and management,1,Outstanding
10054603,Is safeguarding effective,1,Yes
10054603,Overall effectiveness,3,Requires improvement
10054603,Leadership and management,3,Requires improvement
10090573,Is safeguarding effective,1,Yes
10090573,Overall effectiveness,2,Good
10090573,Leadership and management,2,Good
10054604,Is safeguarding effective,1,Yes
10054604,Overall effectiveness,1,Outstanding
10054604,Leadership and management,1,Outstanding
10043900,Is safeguarding effective,1,Yes
10043900,Overall effectiveness,2,Good
10043900,Leadership and management,2,Good
10044140,Is safeguarding effective,1,Yes
10044140,Overall effectiveness,3,Requires improvement
10044140,Leadership and management,3,Requires improvement
10043949,Is safeguarding effective,1,Yes
10043949,Overall effectiveness,3,Requires improvement
10043949,Leadership and management,3,Requires improvement
10043951,Is safeguarding effective,1,Yes
10043951,Overall effectiveness,3,Requires improvement
10043951,Leadership and management,3,Requires improvement
10046801,Is safeguarding effective,1,Yes
10046801,Overall effectiveness,2,Good
10046801,Leadership and management,2,Good
10046802,Is safeguarding effective,1,Yes
10046802,Overall effectiveness,2,Good
10046802,Leadership and management,2,Good
10046803,Is safeguarding effective,1,Yes
10046803,Overall effectiveness,2,Good
10046803,Leadership and management,2,Good
10123104,Is safeguarding effective,1,Yes
10123104,Overall effectiveness,3,Requires improvement
10123104,Quality of education,3,Requires improvement
10123104,Behaviour and attitudes,2,Good
10123104,Personal development,2,Good
10123104,Leadership and management,3,Requires improvement
10041188,Is safeguarding effective,1,Yes
10041188,Overall effectiveness,3,Requires improvement
10041188,Leadership and management,3,Requires improvement
10054629,Is safeguarding effective,1,Yes
10054629,Overall effectiveness,2,Good
10054629,Leadership and management,2,Good
10054629,Apprenticeships,2,Good
ITS320848,Overall effectiveness,1,Outstanding
ITS320848,Leadership and management,1,Outstanding
ITS409580,Overall effectiveness,1,Outstanding
ITS409580,Leadership and management,1,Outstanding
10081545,Is safeguarding effective,1,Yes
10081545,Overall effectiveness,3,Requires improvement
10081545,Leadership and management,3,Requires improvement
ITS423377,Overall effectiveness,1,Outstanding
ITS423377,Leadership and management,1,Outstanding
10123152,Is safeguarding effective,1,Yes
10123152,Overall effectiveness,1,Outstanding
10123152,Quality of education,1,Outstanding
10123152,Behaviour and attitudes,1,Outstanding
10123152,Personal development,1,Outstanding
10123152,Leadership and management,1,Outstanding
10090586,Is safeguarding effective,1,Yes
10090586,Overall effectiveness,2,Good
10090586,Leadership and management,2,Good
10099776,Is safeguarding effective,1,Yes
10099776,Overall effectiveness,3,Requires improvement
10099776,Leadership and management,3,Requires improvement
10102133,Is safeguarding effective,1,Yes
10102133,Overall effectiveness,3,Requires improvement
10102133,Leadership and management,3,Requires improvement
10102133,Apprenticeships,3,Requires improvement
10099774,Is safeguarding effective,1,Yes
10099774,Overall effectiveness,3,Requires improvement
10099774,Leadership and management,3,Requires improvement
10081541,Is safeguarding effective,1,Yes
10081541,Overall effectiveness,3,Requires improvement
10081541,Leadership and management,3,Requires improvement
10081542,Is safeguarding effective,1,Yes
10081542,Overall effectiveness,2,Good
10081542,Leadership and management,2,Good
10099775,Is safeguarding effective,1,Yes
10099775,Overall effectiveness,2,Good
10099775,Leadership and management,2,Good
10081537,Is safeguarding effective,1,Yes
10081537,Overall effectiveness,2,Good
10081537,Quality of education,2,Good
10081537,Behaviour and attitudes,1,Outstanding
10081537,Personal development,2,Good
10081537,Leadership and management,2,Good
10020103,Is safeguarding effective,1,Yes
10020103,Overall effectiveness,1,Outstanding
10020103,Leadership and management,1,Outstanding
10054605,Is safeguarding effective,1,Yes
10054605,Overall effectiveness,2,Good
10054605,Leadership and management,2,Good
10123094,Is safeguarding effective,1,Yes
10123094,Overall effectiveness,2,Good
10123094,Quality of education,2,Good
10123094,Behaviour and attitudes,2,Good
10123094,Personal development,2,Good
10123094,Leadership and management,2,Good
ITS406868,Overall effectiveness,2,Good
ITS406868,Leadership and management,2,Good
ITS408454,Overall effectiveness,2,Good
ITS408454,Leadership and management,2,Good
ITS446035,Overall effectiveness,2,Good
ITS446035,Leadership and management,2,Good
10109417,Is safeguarding effective,1,Yes
10109417,Overall effectiveness,1,Outstanding
10109417,Quality of education,1,Outstanding
10109417,Behaviour and attitudes,1,Outstanding
10109417,Personal development,2,Good
10109417,Leadership and management,1,Outstanding
ITS329232,Overall effectiveness,1,Outstanding
ITS329232,Leadership and management,1,Outstanding
ITS322404,Overall effectiveness,1,Outstanding
ITS322404,Leadership and management,1,Outstanding
ITS362661,Overall effectiveness,2,Good
ITS362661,Leadership and management,2,Good
ITS295114,Overall effectiveness,1,Outstanding
ITS295114,Leadership and management,1,Outstanding
10081543,Is safeguarding effective,1,Yes
10081543,Overall effectiveness,2,Good
10081543,Leadership and management,2,Good
ITS443135,Overall effectiveness,2,Good
ITS443135,Leadership and management,2,Good
ITS345838,Overall effectiveness,2,Good
ITS345838,Leadership and management,1,Outstanding
10085626,Is safeguarding effective,1,Yes
10085626,Overall effectiveness,2,Good
10085626,Leadership and management,2,Good
10078121,Is safeguarding effective,1,Yes
10078121,Overall effectiveness,3,Requires improvement
10078121,Leadership and management,3,Requires improvement
10054669,Is safeguarding effective,1,Yes
10054669,Overall effectiveness,2,Good
10054669,Leadership and management,2,Good
10123095,Is safeguarding effective,1,Yes
10123095,Overall effectiveness,2,Good
10123095,Quality of education,2,Good
10123095,Behaviour and attitudes,2,Good
10123095,Personal development,2,Good
10123095,Leadership and management,2,Good
ITS318908,Overall effectiveness,1,Outstanding
ITS318908,Leadership and management,1,Outstanding
10020140,Is safeguarding effective,1,Yes
10020140,Overall effectiveness,2,Good
10020140,Leadership and management,2,Good
10123155,Is safeguarding effective,1,Yes
10123155,Overall effectiveness,3,Requires improvement
10123155,Quality of education,3,Requires improvement
10123155,Behaviour and attitudes,3,Requires improvement
10123155,Personal development,3,Requires improvement
10123155,Leadership and management,3,Requires improvement
10123155,Apprenticeships,3,Requires improvement
10041129,Is safeguarding effective,1,Yes
10041129,Overall effectiveness,1,Outstanding
10041129,Leadership and management,1,Outstanding
10123064,Is safeguarding effective,1,Yes
10123064,Overall effectiveness,1,Outstanding
10123064,Quality of education,1,Outstanding
10123064,Behaviour and attitudes,1,Outstanding
10123064,Personal development,1,Outstanding
10123064,Leadership and management,1,Outstanding
10008473,Is safeguarding effective,1,Yes
10008473,Overall effectiveness,2,Good
10008473,Leadership and management,2,Good
10046799,Is safeguarding effective,1,Yes
10046799,Overall effectiveness,3,Requires improvement
10046799,Leadership and management,3,Requires improvement
10109473,Is safeguarding effective,1,Yes
10109473,Overall effectiveness,2,Good
10109473,Quality of education,2,Good
10109473,Behaviour and attitudes,2,Good
10109473,Personal development,2,Good
10109473,Leadership and management,2,Good
10037333,Is safeguarding effective,1,Yes
10037333,Overall effectiveness,2,Good
10037333,Leadership and management,2,Good
ITS298343,Overall effectiveness,1,Outstanding
ITS298343,Leadership and management,1,Outstanding
ITS385364,Overall effectiveness,2,Good
ITS385364,Leadership and management,2,Good
10081540,Is safeguarding effective,1,Yes
10081540,Overall effectiveness,3,Requires improvement
10081540,Leadership and management,3,Requires improvement
10008460,Is safeguarding effective,1,Yes
10008460,Overall effectiveness,1,Outstanding
10008460,Leadership and management,1,Outstanding
10008460,Apprenticeships,1,Outstanding
10046804,Is safeguarding effective,1,Yes
10046804,Overall effectiveness,2,Good
10046804,Leadership and management,2,Good
10030774,Is safeguarding effective,1,Yes
10030774,Overall effectiveness,2,Good
10030774,Leadership and management,2,Good
10030774,Apprenticeships,2,Good
10078122,Is safeguarding effective,1,Yes
10078122,Overall effectiveness,2,Good
10078122,Leadership and management,2,Good
10041176,Is safeguarding effective,1,Yes
10041176,Overall effectiveness,2,Good
10041176,Leadership and management,2,Good
10041176,Apprenticeships,2,Good
10041177,Is safeguarding effective,1,Yes
10041177,Overall effectiveness,3,Requires improvement
10041177,Leadership and management,3,Requires improvement
10109470,Is safeguarding effective,0,No
10109470,Overall effectiveness,4,Inadequate
10109470,Quality of education,3,Requires improvement
10109470,Behaviour and attitudes,3,Requires improvement
10109470,Personal development,3,Requires improvement
10109470,Leadership and management,4,Inadequate
10109470,Apprenticeships,3,Requires improvement
10054718,Is safeguarding effective,1,Yes
10054718,Overall effectiveness,3,Requires improvement
10054718,Leadership and management,3,Requires improvement
10037425,Is safeguarding effective,1,Yes
10037425,Overall effectiveness,3,Requires improvement
10037425,Leadership and management,3,Requires improvement
10054692,Is safeguarding effective,1,Yes
10054692,Overall effectiveness,3,Requires improvement
10054692,Leadership and management,3,Requires improvement
10054692,Apprenticeships,3,Requires improvement
10123097,Is safeguarding effective,1,Yes
10123097,Overall effectiveness,2,Good
10123097,Quality of education,2,Good
10123097,Behaviour and attitudes,2,Good
10123097,Personal development,2,Good
10123097,Leadership and management,2,Good
10037426,Is safeguarding effective,1,Yes
10037426,Overall effectiveness,3,Requires improvement
10037426,Leadership and management,3,Requires improvement
10078123,Is safeguarding effective,1,Yes
10078123,Overall effectiveness,3,Requires improvement
10078123,Leadership and management,3,Requires improvement
10078123,Apprenticeships,3,Requires improvement
10078124,Is safeguarding effective,1,Yes
10078124,Overall effectiveness,3,Requires improvement
10078124,Leadership and management,3,Requires improvement
10078124,Apprenticeships,3,Requires improvement
10056119,Is safeguarding effective,1,Yes
10056119,Overall effectiveness,3,Requires improvement
10056119,Leadership and management,3,Requires improvement
10054697,Is safeguarding effective,1,Yes
10054697,Overall effectiveness,3,Requires improvement
10054697,Leadership and management,3,Requires improvement
10055143,Is safeguarding effective,1,Yes
10055143,Overall effectiveness,2,Good
10055143,Leadership and management,2,Good
10046809,Is safeguarding effective,1,Yes
10046809,Overall effectiveness,3,Requires improvement
10046809,Leadership and management,3,Requires improvement
10046809,Apprenticeships,3,Requires improvement
10054699,Is safeguarding effective,1,Yes
10054699,Overall effectiveness,2,Good
10054699,Leadership and management,2,Good
10054700,Is safeguarding effective,1,Yes
10054700,Overall effectiveness,3,Requires improvement
10054700,Leadership and management,3,Requires improvement
10054700,Apprenticeships,2,Good
10123135,Is safeguarding effective,1,Yes
10123135,Overall effectiveness,3,Requires improvement
10123135,Quality of education,3,Requires improvement
10123135,Behaviour and attitudes,2,Good
10123135,Personal development,3,Requires improvement
10123135,Leadership and management,3,Requires improvement
10123135,Apprenticeships,3,Requires improvement
10109484,Is safeguarding effective,1,Yes
10109484,Overall effectiveness,2,Good
10109484,Quality of education,2,Good
10109484,Behaviour and attitudes,2,Good
10109484,Personal development,2,Good
10109484,Leadership and management,2,Good
10054701,Is safeguarding effective,1,Yes
10054701,Overall effectiveness,2,Good
10054701,Leadership and management,2,Good
10054701,Apprenticeships,2,Good
10041180,Is safeguarding effective,1,Yes
10041180,Overall effectiveness,2,Good
10041180,Leadership and management,2,Good
10041181,Is safeguarding effective,1,Yes
10041181,Overall effectiveness,2,Good
10041181,Leadership and management,2,Good
10041183,Is safeguarding effective,1,Yes
10041183,Overall effectiveness,3,Requires improvement
10041183,Leadership and management,3,Requires improvement
10030773,Is safeguarding effective,1,Yes
10030773,Overall effectiveness,2,Good
10030773,Leadership and management,2,Good
10022577,Is safeguarding effective,1,Yes
10022577,Overall effectiveness,2,Good
10022577,Leadership and management,2,Good
10054649,Is safeguarding effective,1,Yes
10054649,Overall effectiveness,4,Inadequate
10054649,Leadership and management,4,Inadequate
10054649,Apprenticeships,4,Inadequate
10078128,Is safeguarding effective,1,Yes
10078128,Overall effectiveness,2,Good
10078128,Leadership and management,2,Good
10078128,Apprenticeships,2,Good
10054639,Is safeguarding effective,1,Yes
10054639,Overall effectiveness,3,Requires improvement
10054639,Leadership and management,3,Requires improvement
10054639,Apprenticeships,3,Requires improvement
10054257,Is safeguarding effective,1,Yes
10054257,Overall effectiveness,2,Good
10054257,Leadership and management,2,Good
10054257,Apprenticeships,2,Good
10123153,Is safeguarding effective,1,Yes
10123153,Overall effectiveness,3,Requires improvement
10123153,Quality of education,3,Requires improvement
10123153,Behaviour and attitudes,2,Good
10123153,Personal development,2,Good
10123153,Leadership and management,3,Requires improvement
10123153,Apprenticeships,3,Requires improvement
10078130,Is safeguarding effective,1,Yes
10078130,Overall effectiveness,3,Requires improvement
10078130,Leadership and management,3,Requires improvement
10078130,Apprenticeships,3,Requires improvement
10054720,Is safeguarding effective,1,Yes
10054720,Overall effectiveness,2,Good
10054720,Leadership and management,2,Good
10054720,Apprenticeships,2,Good
10054704,Is safeguarding effective,1,Yes
10054704,Overall effectiveness,2,Good
10054704,Leadership and management,2,Good
10054704,Apprenticeships,2,Good
10101155,Is safeguarding effective,1,Yes
10101155,Overall effectiveness,2,Good
10101155,Leadership and management,2,Good
10055218,Is safeguarding effective,1,Yes
10055218,Overall effectiveness,3,Requires improvement
10055218,Leadership and management,3,Requires improvement
10078131,Is safeguarding effective,1,Yes
10078131,Overall effectiveness,2,Good
10078131,Leadership and management,2,Good
10078131,Apprenticeships,2,Good
10123131,Is safeguarding effective,1,Yes
10123131,Overall effectiveness,3,Requires improvement
10123131,Quality of education,3,Requires improvement
10123131,Behaviour and attitudes,2,Good
10123131,Personal development,2,Good
10123131,Leadership and management,3,Requires improvement
10123131,Apprenticeships,3,Requires improvement
10078132,Is safeguarding effective,1,Yes
10078132,Overall effectiveness,3,Requires improvement
10078132,Leadership and management,3,Requires improvement
10078133,Is safeguarding effective,1,Yes
10078133,Overall effectiveness,2,Good
10078133,Leadership and management,2,Good
10078134,Is safeguarding effective,1,Yes
10078134,Overall effectiveness,3,Requires improvement
10078134,Leadership and management,3,Requires improvement
10078135,Is safeguarding effective,1,Yes
10078135,Overall effectiveness,3,Requires improvement
10078135,Leadership and management,3,Requires improvement
10055559,Is safeguarding effective,1,Yes
10055559,Overall effectiveness,1,Outstanding
10055559,Leadership and management,1,Outstanding
10056120,Is safeguarding effective,1,Yes
10056120,Overall effectiveness,2,Good
10056120,Leadership and management,2,Good
10056120,Apprenticeships,2,Good
10078136,Is safeguarding effective,1,Yes
10078136,Overall effectiveness,2,Good
10078136,Leadership and management,2,Good
10078137,Is safeguarding effective,1,Yes
10078137,Overall effectiveness,2,Good
10078137,Leadership and management,2,Good
10078138,Is safeguarding effective,1,Yes
10078138,Overall effectiveness,2,Good
10078138,Leadership and management,2,Good
10054706,Is safeguarding effective,1,Yes
10054706,Overall effectiveness,2,Good
10054706,Leadership and management,2,Good
10054706,Apprenticeships,2,Good
10078139,Is safeguarding effective,1,Yes
10078139,Overall effectiveness,1,Outstanding
10078139,Leadership and management,1,Outstanding
10078139,Apprenticeships,2,Good
10078140,Is safeguarding effective,1,Yes
10078140,Overall effectiveness,3,Requires improvement
10078140,Leadership and management,3,Requires improvement
10056121,Is safeguarding effective,1,Yes
10056121,Overall effectiveness,2,Good
10056121,Leadership and management,2,Good
10056121,Apprenticeships,2,Good
10046812,Is safeguarding effective,1,Yes
10046812,Overall effectiveness,3,Requires improvement
10046812,Leadership and management,3,Requires improvement
10078141,Is safeguarding effective,1,Yes
10078141,Overall effectiveness,2,Good
10078141,Leadership and management,2,Good
10078141,Apprenticeships,2,Good
10054707,Is safeguarding effective,1,Yes
10054707,Overall effectiveness,1,Outstanding
10054707,Leadership and management,1,Outstanding
10054707,Apprenticeships,2,Good
10078142,Is safeguarding effective,1,Yes
10078142,Overall effectiveness,2,Good
10078142,Leadership and management,2,Good
10109527,Is safeguarding effective,1,Yes
10109527,Overall effectiveness,3,Requires improvement
10109527,Quality of education,3,Requires improvement
10109527,Behaviour and attitudes,2,Good
10109527,Personal development,3,Requires improvement
10109527,Leadership and management,3,Requires improvement
10109527,Apprenticeships,3,Requires improvement
10090598,Is safeguarding effective,1,Yes
10090598,Overall effectiveness,2,Good
10090598,Leadership and management,2,Good
10090598,Apprenticeships,2,Good
10192193,Is safeguarding effective,1,Yes
10192193,Overall effectiveness,3,Requires improvement
10192193,Quality of education,3,Requires improvement
10192193,Behaviour and attitudes,2,Good
10192193,Personal development,3,Requires improvement
10192193,Leadership and management,3,Requires improvement
10192193,Apprenticeships,3,Requires improvement
10192194,Is safeguarding effective,1,Yes
10192194,Overall effectiveness,3,Requires improvement
10192194,Quality of education,3,Requires improvement
10192194,Behaviour and attitudes,2,Good
10192194,Personal development,2,Good
10192194,Leadership and management,3,Requires improvement
10192194,Apprenticeships,3,Requires improvement
10109520,Is safeguarding effective,1,Yes
10109520,Overall effectiveness,3,Requires improvement
10109520,Quality of education,3,Requires improvement
10109520,Behaviour and attitudes,2,Good
10109520,Personal development,3,Requires improvement
10109520,Leadership and management,3,Requires improvement
10109520,Apprenticeships,4,Inadequate
10129580,Is safeguarding effective,1,Yes
10129580,Overall effectiveness,2,Good
10129580,Quality of education,2,Good
10129580,Behaviour and attitudes,1,Outstanding
10129580,Personal development,2,Good
10129580,Leadership and management,2,Good
10129580,Apprenticeships,2,Good
10123137,Is safeguarding effective,1,Yes
10123137,Overall effectiveness,2,Good
10123137,Quality of education,2,Good
10123137,Behaviour and attitudes,2,Good
10123137,Personal development,2,Good
10123137,Leadership and management,2,Good
10123137,Apprenticeships,2,Good
10192195,Is safeguarding effective,1,Yes
10192195,Overall effectiveness,2,Good
10192195,Quality of education,2,Good
10192195,Behaviour and attitudes,2,Good
10192195,Personal development,2,Good
10192195,Leadership and management,2,Good
10192195,Apprenticeships,2,Good
10196185,Is safeguarding effective,1,Yes
10196185,Overall effectiveness,3,Requires improvement
10196185,Quality of education,3,Requires improvement
10196185,Behaviour and attitudes,3,Requires improvement
10196185,Personal development,3,Requires improvement
10196185,Leadership and management,3,Requires improvement
10196185,Apprenticeships,3,Requires improvement
10109525,Is safeguarding effective,1,Yes
10109525,Overall effectiveness,2,Good
10109525,Quality of education,2,Good
10109525,Behaviour and attitudes,2,Good
10109525,Personal development,2,Good
10109525,Leadership and management,2,Good
10109525,Apprenticeships,2,Good
10196141,Is safeguarding effective,1,Yes
10196141,Overall effectiveness,3,Requires improvement
10196141,Quality of education,3,Requires improvement
10196141,Behaviour and attitudes,2,Good
10196141,Personal development,2,Good
10196141,Leadership and management,3,Requires improvement
10109513,Is safeguarding effective,1,Yes
10109513,Overall effectiveness,2,Good
10109513,Quality of education,2,Good
10109513,Behaviour and attitudes,2,Good
10109513,Personal development,2,Good
10109513,Leadership and management,2,Good
10109513,Apprenticeships,2,Good
10109523,Is safeguarding effective,1,Yes
10109523,Overall effectiveness,2,Good
10109523,Quality of education,2,Good
10109523,Behaviour and attitudes,2,Good
10109523,Personal development,2,Good
10109523,Leadership and management,2,Good
10109523,Apprenticeships,2,Good
10123132,Is safeguarding effective,1,Yes
10123132,Overall effectiveness,2,Good
10123132,Quality of education,2,Good
10123132,Behaviour and attitudes,2,Good
10123132,Personal development,3,Requires improvement
10123132,Leadership and management,2,Good
10123132,Apprenticeships,2,Good
10109533,Is safeguarding effective,1,Yes
10109533,Overall effectiveness,4,Inadequate
10109533,Quality of education,4,Inadequate
10109533,Behaviour and attitudes,3,Requires improvement
10109533,Personal development,4,Inadequate
10109533,Leadership and management,4,Inadequate
10109533,Apprenticeships,4,Inadequate
10080515,Is safeguarding effective,1,Yes
10080515,Overall effectiveness,2,Good
10080515,Leadership and management,2,Good
10080515,Apprenticeships,2,Good
10196206,Is safeguarding effective,1,Yes
10196206,Overall effectiveness,3,Requires improvement
10196206,Quality of education,3,Requires improvement
10196206,Behaviour and attitudes,2,Good
10196206,Personal development,3,Requires improvement
10196206,Leadership and management,3,Requires improvement
10196206,Apprenticeships,3,Requires improvement
10123124,Is safeguarding effective,1,Yes
10123124,Overall effectiveness,2,Good
10123124,Quality of education,2,Good
10123124,Behaviour and attitudes,2,Good
10123124,Personal development,2,Good
10123124,Leadership and management,2,Good
10123124,Apprenticeships,2,Good
10167050,Is safeguarding effective,1,Yes
10167050,Overall effectiveness,1,Outstanding
10167050,Quality of education,1,Outstanding
10167050,Behaviour and attitudes,1,Outstanding
10167050,Personal development,2,Good
10167050,Leadership and management,1,Outstanding
10167050,Apprenticeships,1,Outstanding
10192198,Is safeguarding effective,1,Yes
10192198,Overall effectiveness,2,Good
10192198,Quality of education,2,Good
10192198,Behaviour and attitudes,2,Good
10192198,Personal development,2,Good
10192198,Leadership and management,2,Good
10192198,Apprenticeships,2,Good
10124546,Is safeguarding effective,1,Yes
10124546,Overall effectiveness,2,Good
10124546,Quality of education,2,Good
10124546,Behaviour and attitudes,1,Outstanding
10124546,Personal development,2,Good
10124546,Leadership and management,2,Good
10124546,Apprenticeships,2,Good
10123145,Is safeguarding effective,1,Yes
10123145,Overall effectiveness,2,Good
10123145,Quality of education,2,Good
10123145,Behaviour and attitudes,2,Good
10123145,Personal development,3,Requires improvement
10123145,Leadership and management,2,Good
10123145,Apprenticeships,2,Good
10192202,Is safeguarding effective,1,Yes
10192202,Overall effectiveness,3,Requires improvement
10192202,Quality of education,3,Requires improvement
10192202,Behaviour and attitudes,2,Good
10192202,Personal development,2,Good
10192202,Leadership and management,3,Requires improvement
10192202,Apprenticeships,3,Requires improvement
10109515,Is safeguarding effective,1,Yes
10109515,Overall effectiveness,3,Requires improvement
10109515,Quality of education,3,Requires improvement
10109515,Behaviour and attitudes,2,Good
10109515,Personal development,3,Requires improvement
10109515,Leadership and management,3,Requires improvement
10109515,Apprenticeships,3,Requires improvement
10196080,Is safeguarding effective,1,Yes
10196080,Overall effectiveness,3,Requires improvement
10196080,Quality of education,3,Requires improvement
10196080,Behaviour and attitudes,2,Good
10196080,Personal development,3,Requires improvement
10196080,Leadership and management,3,Requires improvement
10196080,Apprenticeships,3,Requires improvement
10166247,Is safeguarding effective,1,Yes
10166247,Overall effectiveness,2,Good
10166247,Quality of education,2,Good
10166247,Behaviour and attitudes,1,Outstanding
10166247,Personal development,2,Good
10166247,Leadership and management,1,Outstanding
10166247,Apprenticeships,2,Good
10109511,Is safeguarding effective,1,Yes
10109511,Overall effectiveness,2,Good
10109511,Quality of education,2,Good
10109511,Behaviour and attitudes,2,Good
10109511,Personal development,2,Good
10109511,Leadership and management,2,Good
10109511,Apprenticeships,2,Good
10109522,Is safeguarding effective,1,Yes
10109522,Overall effectiveness,2,Good
10109522,Quality of education,2,Good
10109522,Behaviour and attitudes,1,Outstanding
10109522,Personal development,1,Outstanding
10109522,Leadership and management,2,Good
10109522,Apprenticeships,2,Good
10192205,Is safeguarding effective,1,Yes
10192205,Overall effectiveness,2,Good
10192205,Quality of education,2,Good
10192205,Behaviour and attitudes,2,Good
10192205,Personal development,2,Good
10192205,Leadership and management,2,Good
10192205,Apprenticeships,2,Good
10192206,Is safeguarding effective,1,Yes
10192206,Overall effectiveness,2,Good
10192206,Quality of education,2,Good
10192206,Behaviour and attitudes,2,Good
10192206,Personal development,2,Good
10192206,Leadership and management,2,Good
10192206,Apprenticeships,2,Good
10109537,Is safeguarding effective,1,Yes
10109537,Overall effectiveness,2,Good
10109537,Quality of education,2,Good
10109537,Behaviour and attitudes,2,Good
10109537,Personal development,2,Good
10109537,Leadership and management,2,Good
10109537,Apprenticeships,2,Good
10109505,Is safeguarding effective,1,Yes
10109505,Overall effectiveness,2,Good
10109505,Quality of education,2,Good
10109505,Behaviour and attitudes,2,Good
10109505,Personal development,2,Good
10109505,Leadership and management,2,Good
10109505,Apprenticeships,2,Good
10129300,Is safeguarding effective,1,Yes
10129300,Overall effectiveness,2,Good
10129300,Quality of education,2,Good
10129300,Behaviour and attitudes,2,Good
10129300,Personal development,2,Good
10129300,Leadership and management,2,Good
10129300,Apprenticeships,2,Good
10192211,Is safeguarding effective,1,Yes
10192211,Overall effectiveness,2,Good
10192211,Quality of education,2,Good
10192211,Behaviour and attitudes,2,Good
10192211,Personal development,2,Good
10192211,Leadership and management,2,Good
10192211,Apprenticeships,2,Good
10123139,Is safeguarding effective,1,Yes
10123139,Overall effectiveness,2,Good
10123139,Quality of education,2,Good
10123139,Behaviour and attitudes,2,Good
10123139,Personal development,2,Good
10123139,Leadership and management,2,Good
10123139,Apprenticeships,2,Good
10082501,Is safeguarding effective,1,Yes
10082501,Overall effectiveness,3,Requires improvement
10082501,Leadership and management,3,Requires improvement
10082501,Apprenticeships,3,Requires improvement
10090594,Is safeguarding effective,1,Yes
10090594,Overall effectiveness,4,Inadequate
10090594,Leadership and management,4,Inadequate
10090594,Apprenticeships,4,Inadequate
10129302,Is safeguarding effective,1,Yes
10129302,Overall effectiveness,2,Good
10129302,Quality of education,2,Good
10129302,Behaviour and attitudes,2,Good
10129302,Personal development,2,Good
10129302,Leadership and management,2,Good
10129302,Apprenticeships,2,Good
10166239,Is safeguarding effective,1,Yes
10166239,Overall effectiveness,1,Outstanding
10166239,Quality of education,1,Outstanding
10166239,Behaviour and attitudes,1,Outstanding
10166239,Personal development,1,Outstanding
10166239,Leadership and management,1,Outstanding
10166239,Apprenticeships,1,Outstanding
10192214,Is safeguarding effective,1,Yes
10192214,Overall effectiveness,2,Good
10192214,Quality of education,2,Good
10192214,Behaviour and attitudes,2,Good
10192214,Personal development,2,Good
10192214,Leadership and management,2,Good
10192214,Apprenticeships,2,Good
10109509,Is safeguarding effective,1,Yes
10109509,Overall effectiveness,2,Good
10109509,Quality of education,2,Good
10109509,Behaviour and attitudes,2,Good
10109509,Personal development,2,Good
10109509,Leadership and management,2,Good
10109509,Apprenticeships,2,Good
10192216,Is safeguarding effective,1,Yes
10192216,Overall effectiveness,3,Requires improvement
10192216,Quality of education,3,Requires improvement
10192216,Behaviour and attitudes,2,Good
10192216,Personal development,2,Good
10192216,Leadership and management,3,Requires improvement
10192216,Apprenticeships,3,Requires improvement
10167051,Is safeguarding effective,1,Yes
10167051,Overall effectiveness,2,Good
10167051,Quality of education,2,Good
10167051,Behaviour and attitudes,2,Good
10167051,Personal development,3,Requires improvement
10167051,Leadership and management,2,Good
10167051,Apprenticeships,2,Good
